de_ancient_night,House Middle,jump,left,smokegrenade,-632.08178710938,-2040.6375732422,-153.41455078125,-23.98138999939,88.24959564209
de_ancient_night,Side Entrance,jump,left,smokegrenade,-687.97692871094,-2467.9504394531,-153.90625,-22.467763900757,63.324237823486
de_ancient_night,Alley,stand,left,smokegrenade,1058.3017578125,-938.32098388672,3.5282535552979,-34.008987426758,107.83364105225
de_ancient_night,Alley,stand,left,molotovgrenade,1058.2886962891,-938.10363769531,3.5282516479492,-30.082790374756,107.64244842529
de_ancient_night,Alley Right,stand,left,smokegrenade,503.96044921875,-903.96875,131.14178466797,-16.744293212891,64.504272460938
de_ancient_night,CT Start Site A,jump,left,smokegrenade,-1114.2858886719,-1421.6752929688,-19.196166992188,-35.947982788086,88.770515441895
de_ancient_night,Side Hall,jump,left,smokegrenade,-1932.6159667969,-862.06268310547,0.17086172103882,-23.744661331177,76.330894470215
de_train,Camera,jump,left,smokegrenade,-1499.0552978516,1479.9487304688,-170.96875,-25.920461654663,-29.433977127075
de_train,Sandwich,jump,left,smokegrenade,-1716.9506835938,1479.9399414063,-170.96875,-18.541688919067,-27.210931777954
de_train,Z Smoke,jump,left,smokegrenade,-1040.9056396484,-1112.4775390625,-153.96875,4.5297479629517,10.76893901825
de_train,Ramp Smoke,stand,left,smokegrenade,-922.08666992188,-812.61004638672,-153.96875,21.18931388855,-12.562875747681
de_anubis,Canal,jump,left,smokegrenade,23.968711853027,-1744.9519042969,6.0312480926514,-12.581654548645,102.08697509766
de_anubis,Bridge,jump,left,smokegrenade,23.955362319946,-1744.96875,6.0312480926514,-7.3314299583435,92.390892028809
de_anubis,Bombesite B,jump,left,smokegrenade,-1267.9461669922,-314.80834960938,5.7090282440186,-24.501449584961,86.525543212891
de_anubis,Heaven,jump,left,smokegrenade,1149.9372558594,610.03326416016,-188.83361816406,-4.3968839645386,94.019493103027
de_anubis,Walkway,jump,left + right,smokegrenade,1253.96875,802.05523681641,-151.96875,0.47504648566246,136.68698120117
de_nuke,Outside Garage,jump,left,smokegrenade,-1567.9951171875,-1072.0882568359,-415.96875,-23.318828582764,-18.93949508667
de_nuke,Bombesite B,jump,left,molotovgrenade,8.2994194030762,-769.65014648438,-95.96875,4.0207581520081,13.840580940247
de_nuke,Bombesite B,jump,left,flashbang,8.2994194030762,-769.65014648438,-95.96875,4.0207581520081,13.840580940247
de_nuke,Ramp,run,left,flashbang,251.97239685059,-463.93737792969,-415.96875,-7.0949792861938,123.95749664307
de_nuke,Ramp,run,left,smokegrenade,251.95402526855,-463.96875,-415.96875,-7.142285823822,123.95764160156
de_nuke,Door,run,left,molotovgrenade,1072.0144042969,-340.54229736328,-127.96875,-0.60117316246033,-118.43135070801
de_inferno,Ruins,stand,left,smokegrenade,369.48590087891,1664.0603027344,134.03131103516,-33.204639434814,64.034652709961
de_inferno,Anti Snipe,jump,left + right,smokegrenade,479.07141113281,2016.9595947266,136.03120422363,-44.035484313965,86.123382568359
de_inferno,Bombesite B,stand,left,molotovgrenade,479.05285644531,2016.9560546875,136.03120422363,-37.406715393066,123.6404876709
de_inferno,Top Mid,jump,left,smokegrenade,-276.94213867188,-255.96875,28.031248092651,-32.250560760498,33.015911102295
de_inferno,Bombesite A,jump,left,smokegrenade,328.79187011719,475.03366088867,92.03125,-37.878833770752,8.8009128570557
de_inferno,Banana,jump,left,molotovgrenade,537.20202636719,3094.0617675781,213.02621459961,8.9010467529297,-98.899803161621
de_inferno,Banana,jump,left,smokegrenade,537.15289306641,3094.04296875,213.02777099609,7.8604416847229,-98.947265625
de_inferno,Arch Wrap,jump,left,smokegrenade,1512.96875,909.95202636719,147.5276184082,-21.001224517822,166.88032531738
de_inferno,Banana,jump,left,flashbang,-656.04840087891,437.04742431641,40.114395141602,-8.0883188247681,47.055210113525
de_inferno,Bombesite B,jump,left,flashbang,120.60980987549,1593.880859375,107.24655151367,0.37374743819237,60.558502197266
de_inferno,Left Bracket,jump,left,smokegrenade,872.96875,43.945808410645,89.03125,-70.38720703125,56.01732635498
de_inferno,Bracket,stand,left,flashbang,299.99975585938,661.27075195313,21.182077407837,-15.472101211548,-8.4999828338623
de_inferno,Bombesite A,crouch,left,flashbang,1576.40625,-377.94024658203,256.03125,-27.709697723389,-29.683322906494
de_inferno,Banana,jump,left,smokegrenade,2154.0334472656,1914.9356689453,140.83926391602,-34.412952423096,-157.03923034668
de_inferno,Middle,jump,left,smokegrenade,2524.5512695313,2046.5610351563,140.0686340332,-24.621913909912,-142.94369506836
